form,doc,before,keyword,after,anchor
est,casanatensis,significatio et ŋproprietas uniuscuiusq;que partis contemplanda,est,ŋpropriu2um est aduerbii cu2um uerbo poni,w2271
est,casanatensis,ŋproprietas uniuscuiusq;que partis contemplanda est ŋpropriu2um,est,aduerbii cu2um uerbo poni et sine,w2277
est,casanatensis,nomine sine uerbo sed þper ellipsin,est,n¯non bonus homo subauditur est ŋpropriu2um,w2448
est,casanatensis,ellipsin est n¯non bonus homo subauditur,est,ŋpropriu2um est p¯prepositioni separatim þper appositione2em,w2463
est,casanatensis,n¯non bonus homo subauditur est ŋpropriu2um,est,p¯prepositioni separatim þper appositione2em et c¯coniunctim,w2469
est,casanatensis,carentib;bus casu ut intercurro induco ŋpropriu2um,est,c¯coniunctioni c¯coniu2ungere diuersas qualescu2umq;que casuales dictiones,w2547
est,casanatensis,nomen et secundu2um sonu2um definitur hoc,est,secundu2um suþperficiem et secundu2um substantia2am hoc,w2868
est,casanatensis,secundu2um suþperficiem et secundu2um substantia2am hoc,est,secundu2um qualitatem sensus secundum sonu2um hoc,w2889
est,casanatensis,secundu2um qualitatem sensus secundum sonu2um hoc,est,secundu2um suþperficiem hoc modo dictus in,w2910
est,casanatensis,in masculino ponitur ut pes dictus,est,dicta in feminino ut littera dicta,w2946
est,casanatensis,dicta in feminino ut littera dicta,est,dictum in neutro ut tempus dictu2um,w2967
est,casanatensis,dictum in neutro ut tempus dictu2um,est,secundu2um substantia2am hoc est secundu2um qualitate2em,w2988
est,casanatensis,tempus dictu2um est secundu2um substantia2am hoc,est,secundu2um qualitate2em sensus hoc modo ponitur,w3000
est,casanatensis,qualitate2em sensus hoc modo ponitur nomen,est,in definitione et intelligitur esse definitio,w3024
est,casanatensis,intelligitur esse definitio substantie ut littera,est,pars minima uocis articulatæ et pes,w3054
est,casanatensis,pars minima uocis articulatæ et pes,est,syllabaru2um et temporum certa dinumeratio et,w3075
est,casanatensis,et temporum certa dinumeratio et uerbu2um,est,pars orationis cu2um tempore et þpersona,w3099
est,casanatensis,cu2um tempore et þpersona et nomen,est,pars orationis cu2um casu corpus aut,w3126
est,casanatensis,definitione ¢quinq;que modi c¯continentur dicendo nomen,est,pars orationis ostenditur ee¯esse una ex,w3186
est,casanatensis,quod extra natura2am inponitur et unius,est,ut cicero uirgilius aut appellatiuu2um quod,w3450
est,casanatensis,cicero uirgilius aut appellatiuu2um quod naturaliter,est,et est multorum ut homo arbor,w3468
est,casanatensis,aut appellatiuu2um quod naturaliter est et,est,multorum ut homo arbor et in,w3474
est,casanatensis,ŋpropria2am qualitatem corpus et ŋpropriæ qualitatis,est,et appellatiue ŋproprie ut petrus salomon,w3558
est,casanatensis,ut ciuitas flumen mons corpus compositum,est,ex corrupto et integro cor a,w3600
est,casanatensis,integro cor a corde pus integrum,est,quod intellegitur custodia sicut alibi in,w3630
est,casanatensis,corpus cordis custodia res appellatiuæ qualitatis,est,ut iustitia sanctitas disciplina ars et,w3687
est,casanatensis,eis estimabant accipere ï nomen dictu2um,est,quasi notamen eo quod nobis suo,w3795
est,casanatensis,res notas efficit nota una littera,est,ut l þper quod intellegitur totu2um,w3837
est,casanatensis,quod intellegitur totu2um nomen luciu2us notamen,est,in duobus uel tribus litteris þper,w3867
constructe,casanatensis,urso composita dictio minima pars est,constructe,orationis constructe id est composite in,w45
constructe,casanatensis,dictio minima pars est constructe orationis,constructe,id est composite in ordine2em minima,w51
orationis,casanatensis,composita dictio minima pars est constructe,orationis,constructe id est composite in ordine2em,w48
orationis,casanatensis,in aliis diuersis operibus fit partes,orationis,secundu2um donatu2um rectius octo sunt secundum,w750
orationis,casanatensis,plures et pauciores dicunt¯tur dicuntur partes,orationis,¢quia omnis pars plenitudine2em suam appetit,w795
orationis,casanatensis,ŋpro peccatis et uita imp¯precamur partes,orationis,secundum aristotelem et ceteros dialecticos duæ,w993
orationis,casanatensis,accipiuntur secundu2um stoicos ¢quinq;que sunt partes,orationis,nomen appellatio uerbu2um ŋpronomen siue articulus,w1299
orationis,casanatensis,p¯prepositiuas quida2am dixerunt nouem esse partes,orationis,separantes appellatione2em a nomine alii duodecim,w1527
orationis,casanatensis,et latini pari modo octo partes,orationis,habent sed in hoc discrepant quia,w1581
orationis,casanatensis,certa dinumeratio et uerbu2um est pars,orationis,cu2um tempore et þpersona et nomen,w3105
orationis,casanatensis,et þpersona et nomen est pars,orationis,cu2um casu corpus aut rem proprie,w3132
orationis,casanatensis,modi c¯continentur dicendo nomen est pars,orationis,ostenditur ee¯esse una ex octo partibus,w3192
orationis,casanatensis,ul¯uel corporales ï nomen est pars,orationis,quæ unicui q;que subiectorum corporu2um seu reru2um,w3999
id,casanatensis,minima pars est constructe orationis constructe,id,est composite in ordine2em minima pars,w54
id,casanatensis,þper se significat ali¢quid monosyllabæ dictio,id,est unius syllabæ dictio potest dici,w198
id,casanatensis,intellegi nisi fuerit in dictione examussi7im,id,est clare ul¯uel diligent¯ter ter oratio,w450
id,casanatensis,scribi uel a potes et petes,id,est qua2am græci uocant scientia2am unius cuiusq;que,w675
id,casanatensis,ceteræ partes origine2em trahunt unde suncategorema,id,est c¯consignificantia appellantur pronomen ex nomine,w1108
id,casanatensis,et ceteros sex st¯sunt accidentia nominis,id,est qualitas comparatio genus numerus figura,w4101
id,casanatensis,qųqua2am donatus et pleriq;que dixerunt cognomen,id,est cognomentu2um ŋpropriæ qualitatis de qua,w5763
id,casanatensis,trinitas septimana senio þpersius iure eteni2im,id,su2ummu2um ¢quid dexter senio ferret milia,w10725
id,casanatensis,"unu2umdeuigintiThe original hand (in brown ink) had probably written ""undeuiginti"". A second hand (in black ink) overwrote the first part of the word (""unde-""): the result of the correction is now ""unumdeuiginti"". The source (Priscian Keil 3.416.6) has ""undeuiginti"". dicimus ŋpro dece2em et nouem",id,est unde unu2um deest de uiginti,w11025
id,casanatensis,natus cui stragula uestis undeoctoginta dixit,id,"est lxxuiiiiThe glyph for the ""five"" sign here is pointy like modern ""v"", not rounded like that normally used for ""u"" in the manuscript. annos habet ætati hoc",w11145
id,casanatensis,"idem inueniturOver the second ""i"" there is a ^ sign (""inuenîtur""), whose meaning I do not understand. in ceteris ordinalibus numeris",id,est triginta et quadraginta et reli¢quis,w11229
id,casanatensis,ostendatur ita eni2im dcr¯dicitur emilianus scipio,id,÷est emilii filius scipio tamqua2am si,w12357
id,casanatensis,"patronymica formari inueniuntur ut letoidesThe source (Priscian, Ars grammatica, K 2.63.12-13) has ""Latoides, Λητοῦς, id est Latonae"". Among the manuscript of Priscian, only B and D have ""Latoides"" (probably based on the Doric spelling Λᾱτοΐδας), while all the others have ""Letoides"" (the Aeolian spelling Λητοΐδης). See http://www.unipa.it/paolo.monella/ursus/sigla.pdf for Keil's sigla codicum. letois",id,est apollo filius latonæ ï iliades,w12756
id,casanatensis,maiæ ab auis maternis atlantiades mercurius,id,÷est natæ atlantis filius a regib;bus,w12819
id,casanatensis,"quo possessiuo acrisioneis colonis ab acrisioneaKeil (Priscian, Ars grammatica, K 2.68.11, the direct source of this passage) chooses the reading ""ab Acrisione"", but in the apparatus criticus he mentions the reading ""acrisionea"" from codices H (""cod. bibl. gymn. Halberstadiensis, Lutherius Krehlii""), and r (""cod. bibl. imp. Paris. 7496"", second hand).",id,"est danaaKeil (Priscian, Ars grammatica, K 2.68.11, the direct source of this passage) chooses the reading ""Danae"", but in the apparatus criticus he mentions the reading ""danaa"" from codices R (""cod. bibl. imp. Paris. 7496"") and K (""cod. bibl. Caroliruhensis 223""), while codices D (""cod. bibl. publ. Bernensis, olim Bongarsianus"") and H (""cod. bibl. gymn. Halberstadiensis, Lutherius Krehlii"") have a similar reading. inueniuntur etia2am multa eiusdem",w14313
id,casanatensis,est palmariu2um qd¯quod in palma est,id,est in laude alia de ¢quibus,w16773
id,casanatensis,a temporibus ut matutinus a matuta,id,est aurora nocturnus a nocte alia,w17397
id,casanatensis,ut humanus terrenus alia a fortuna,id,est euentu ut libertinus alia a,w17520
id,casanatensis,"÷est sed ille doctior istoThe final ""o"" comes from the deletion of a previous ""e"". est",id,est magis doctus qua2am iste comparatio,w20019
id,casanatensis,positiui fit co2omparatio hoc modo ulterior,id,est magis ultra stat iste qua2am,w20124
id,casanatensis,ad þpersonas ul¯uel res participes aduerbioru2um,id,÷est quæ ultra ul¯uel intra stare,w20229
id,casanatensis,"siue uiuis inferi au¯autem ŋproThere is a sign over the grapheme ""ŋ"" looking like an acute accent. manib;bus",id,est inferoru2um dis accipi solent ł,w20580
id,casanatensis,adsimilatus positiuo p¯prefertur illi ut doctior,id,est plus scit qua2am doctus suþperlatiuus,w21489
id,casanatensis,magnus maior maiusculus paruus minor minusculus,id,est paruo minor similiter et tardiusculus,w22077
id,casanatensis,suþper ponitur omnib;bus ut fortissimus grecoru2um achilles,id,est fortis suþper oms¯omnes grecos ul¯uel,w25839
id,casanatensis,primitiua eius sed minore2em ut regulus,id,est paruus rex qua2amuis minus tamen,w27564
id,casanatensis,ea conparari ut plusculus maiusculus minusculus,id,est paruo plus ul¯uel paruo maior,w27765
id,casanatensis,descendit et nulli co2omparatur ut regulus,id,est paruus rex diminutiua ul¯uel causa,w27864
id,casanatensis,omniu2um formaru2um quæ a nomine deriuantur,id,est patronymica et possessiua et co2omparatiua,w31335
id,casanatensis,luo lumen eo quod omnia abluuntur,id,est purgantur a tenebris si uero,w35217
id,casanatensis,penultimu2um cor¯orreptum habent ut tubicen tubicenis,id,est tuba canens similiter cornicen fidicen,w35382
id,casanatensis,forma in dus terminantiu2um est participialis,id,est quæ hab¯abent terminatione2em participioru2um passiuoru2um,w40221
id,casanatensis,forma2am hab¯abent ¢quia aut participialia st¯sunt,id,est similia p¯presenti participii et significant,w40566
id,casanatensis,ut palliu2um pallii palliatus excipitur manuleatus,id,est manicatus quod qua2amuis a penulm¯ultimum,w41010
id,casanatensis,odysseys latine ulixes est notha species,id,est corrupta ¢quia nec in totum,w41883
composite,casanatensis,est constructe orationis constructe id est,composite,in ordine2em minima pars est quantu8um,w60
in,casanatensis,constructe orationis constructe id est composite,in,ordine2em minima pars est quantu8um þpertinet,w63
in,casanatensis,nec significatione2em agnosco donec agnouero dictione2em,in,"qua ponitur na2am in ara deo ru8umThere are signs written above the line that I do not understand: a possible macron above the (very hardly legible) ""d"" and another sign in the space between ""deo"" and ""rum"", that might simply mean that the two parts of the word, though written separately, should be read together. The direct source here is Priscian, Ars grammatica, K 2.53.20-21, which has ""in 'ara' deorum, 'a' paenultima producitur"".",w303
in,casanatensis,agnouero dictione2em in qua ponitur na2am,in,"ara deo ru8umThere are signs written above the line that I do not understand: a possible macron above the (very hardly legible) ""d"" and another sign in the space between ""deo"" and ""rum"", that might simply mean that the two parts of the word, though written separately, should be read together. The direct source here is Priscian, Ars grammatica, K 2.53.20-21, which has ""in 'ara' deorum, 'a' paenultima producitur"". a pænultima ŋproducitur et",w315
in,casanatensis,"deo ru8umThere are signs written above the line that I do not understand: a possible macron above the (very hardly legible) ""d"" and another sign in the space between ""deo"" and ""rum"", that might simply mean that the two parts of the word, though written separately, should be read together. The direct source here is Priscian, Ars grammatica, K 2.53.20-21, which has ""in 'ara' deorum, 'a' paenultima producitur"". a pænultima ŋproducitur et circu2um flectitur",in,nominatiuo et n¯non habet aspiratione8em quando,w336
in,casanatensis,n¯non potest examussim intellegi nisi fuerit,in,dictione examussi7im id est clare ul¯uel,w441
in,casanatensis,"si dica2am ¢quid estThe ink is faded here, however it is possible to see a sign above the ""e"". It might mark the fact that the sentence is interrogative. su7ummu7um bonu7um",in,uita respondeatur honestas ars dicunt abarere,w577
in,casanatensis,acco2ommodata ad ¢quid eni2im est qua2am,in,sex casibus et tribus coniugationibus c¯consistit,w648
in,casanatensis,erit ars qm¯quoniam ŋproprius locus artis,in,mente est cu2um uero scribitur n¯non,w708
in,casanatensis,species dici potest hoc etia2am et,in,aliis diuersis operibus fit partes orationis,w740
in,casanatensis,est eni2im aco2omparabilis pars que est,in,citas est maior pars cælu2um et,w888
in,casanatensis,hæ coniunctæ faciunt plena2am sententia2am et,in,his consistit tota latinitas quæ significant,w1050
in,casanatensis,partem capiat ł coniunctio et p¯prepositio,in,con nominis et uerbi accipiuntur secundu2um,w1269
in,casanatensis,hæc dicebant quos nos sequimur qua2amqua2am,in,latinitate n¯non inueniantur integri articuli præpositiones,w1473
in,casanatensis,modo octo partes orationis habent sed,in,hoc discrepant quia non articulu2um ŋpro,w1590
in,casanatensis,substantia2am et qualitatem hoc fit et,in,appellatione et in uocabulo ideo una,w1836
in,casanatensis,hoc fit et in appellatione et,in,uocabulo ideo una pars dici debet,w1845
in,casanatensis,formis sine casu hoc fit et,in,infinitis idcirco et una est pars,w1920
in,casanatensis,uocis et litteræ agnoscatur prius qm¯uoniam,in,rebus omnibus nomina st¯sunt primigenia nomen,w2832
in,casanatensis,est secundu2um suþperficiem hoc modo dictus,in,masculino ponitur ut pes dictus est,w2928
in,casanatensis,ponitur ut pes dictus est dicta,in,feminino ut littera dicta est dictum,w2952
in,casanatensis,feminino ut littera dicta est dictum,in,neutro ut tempus dictu2um est secundu2um,w2973
in,casanatensis,sensus hoc modo ponitur nomen est,in,definitione et intelligitur esse definitio substantie,w3027
in,casanatensis,corpus aut rem proprie co2ommuniterue significans,in,hac nominis definitione ¢quinq;que modi c¯continentur,w3159
in,casanatensis,est multorum ut homo arbor et,in,hoc separatur a pronomine et participio,w3492
in,casanatensis,est quod intellegitur custodia sicut alibi,in,pure positis solus hic euasit et,w3649
in,casanatensis,intellegitur totu2um nomen luciu2us notamen est,in,duobus uel tribus litteris þper quas,w3870
in,casanatensis,ï nomen est tota pars integra,in,litteris ut lucius ï et sicut,w3930
in,casanatensis,priuata2am substantia2am et qualitatem demonstrat et,in,rebus indiuiduis est quas philosophi atomos,w4299
